(311,6197) 2990 5125 1119 4818 7708 1480 6124 1017 6185 6850 2931 395 2336 2409 34 7646 6046 2157 5319 5939 1416 4090 6759 6543 6233 7597 2570 2360 6397 1330 6024 6915 6775 1726 3696 4839 4762 5003 1705 5662 3761 6764 241 615 1578 941 300 5525 4249 2226 5729 6028 6929 402 6220 5075 223 4788 5551 7037 7018 6765 2801 3954 4935 683 4312 2616 5940 6678 1799 3771 3955 4083 1612 1425 1890 776 6437 4687 5786 6793 6396 3418 3449 4997 2815 4929 1052 2571 4639 1232 5151 3904 6615 597 7450 3251 7091 1550
(390,968) 3647 638 6825 3692 5904 573 7098 6554 5460 5375 4683 4175 3602 1102 3874 2891 3094 1320 5273 6659 6974 2067 5913 1943 6304 2288 1850 1460 7129 2508 6186 1011 2019 4715 639 3157 41 2421 5103 2934 7640 6725 3806 3999 2506 2704 4081 7229 3258 4317 2004 2783 4383 6518 2287 4981 3097 5561 6932 5358 1393 6363 3020 595 5881 3730 1258 2590 6609 2038 6839 145 6013 7104 6881 1945 4439 5952 341 1606 6312 5058 1195 708 4563 2224 7674 2062 2923 6830 3942 2065 2712 3720 5213 3803 3746 2382 13 317
(113,4120) 1528 3687 5014 859 5205 3809 3867 5883 3833 712 4962 7521 1279 182 2632 4366 4617 5403 2150 4475 4123 2738 3681 7708 669 1316 7296 2393 4413 5474 5251 640 4839 6942 1928 7246 400 4634 4768 1642 3145 4261 533 3127 5784 5451 2624 3997 7477 1076 2938 7520 653 3712 1863 4002 7346 5501 4733 7703 7576 573 813 6982 7527 4129 5738 1883 7330 2994 6716 3502 4535 7035 2825 5680 4491 3169 450 3708 4232 2748 2793 5418 3951 165 1134 5778 461 1073 716 2032 5164 7136 3158 913 1140 3861 2174 1126
(198,2971) 1504 3268 4411 4732 7132 1619 4163 5442 5910 7697 1681 7662 4413 5884 2904 3171 5714 764 2959 5896 2901 3651 5106 2981 510 166 3643 1201 3761 5959 7441 677 3200 7020 5434 4111 1213 3008 6728 5155 4305 1 6838 4324 5226 7225 3120 2954 4424 2226 7602 3183 212 7089 3099 940 444 7259 2374 3387 7184 3738 6502 7127 3388 1877 1267 4957 708 1900 5266 2759 6356 5325 3069 2844 2212 6418 5475 6452 3831 7108 1815 6329 4856 806 2371 2887 6701 3859 6316 7607 7657 5232 6967 3358 6897 374 2719 6831
(242,810) 2351 5496 2732 4719 3266 2121 6018 7281 3489 6151 3192 1494 3178 4545 308 4525 4435 1676 2821 6286 3368 821 7626 6081 6651 6704 3087 6074 3834 7032 6178 5859 1664 6863 2408 5542 2919 405 4697 3329 5923 5299 588 7469 2860 6230 2116 3645 5829 4460 4392 4562 3299 3218 573 1089 5481 1724 2245 7300 7136 4193 934 4746 3679 1164 927 847 4211 3741 5941 1987 3437 5250 3713 1865 285 3482 3472 1264 2760 4621 4317 7376 6038 6776 2982 1368 3754 767 1871 6208 6351 7650 7151 2724 628 2369 151 7449
(176,946) 2746 4279 3913 4793 3518 5065 1468 1786 3521 2440 123 6236 4489 7295 5625 6197 1271 2819 6651 415 3514 1638 6793 1321 4295 6119 6047 2851 454 6368 1220 7479 4546 7575 2454 7699 3736 3708 2537 1349 4466 1112 780 7191 2772 1855 1042 4254 851 2338 4455 4968 4271 1211 5117 6352 5611 5849 6680 1582 2909 5866 1337 5542 4329 4071 5402 1717 6381 4961 6542 1341 2999 153 3498 4785 4540 720 3147 6487 2390 25 7622 1063 7056 4353 377 5505 2787 3021 3448 2898 3307 5826 7599 6676 2667 7562 6874 6153
(329,3887) 3270 1821 3158 295 3098 6304 7307 3053 6976 648 4859 3096 5702 4601 4892 4365 858 3579 5012 4320 2405 3103 6931 3438 3013 4790 4377 1086 2088 2501 6275 5774 7431 1556 2204 194 484 6387 4940 6544 2457 4675 2350 3852 5844 6665 6833 5907 3646 7301 4345 1098 3467 1134 6563 3244 1091 5625 1250 4957 2396 4326 7067 4496 1886 2599 973 3220 4964 2991 336 5181 4578 6699 6697 2650 3938 2634 3177 5534 394 4134 5525 4890 2223 7335 104 1555 4362 2435 6027 6769 85 7330 7648 2048 6597 569 6091 2621
(495,3921) 7707 7367 1996 3117 3338 1905 2718 3794 7204 4076 4962 1960 7043 1168 6729 4106 2548 2088 4572 2656 5945 397 7165 6987 5404 7319 4515 1931 4936 1971 5075 4908 5498 5311 4326 6782 5728 6539 5062 6371 5890 7486 7351 5748 3272 1053 7670 5675 4818 2922 3905 2314 1073 251 7502 569 2258 434 1978 3039 2785 1812 119 1512 5641 1946 5037 5692 1308 6230 6518 5008 4603 7556 3000 373 1508 4190 6102 7443 884 765 7639 4455 4618 6347 1007 4777 4005 2526 4080 6121 6141 2689 3040 1127 2063 7118 1429 3326
(70,3404) 4881 1228 2079 2621 3160 334 6241 1652 6321 6590 911 4691 4717 372 486 6209 937 5415 6954 5480 4450 3388 650 2875 3195 6587 5751 2526 2239 3375 7052 2164 7627 3816 675 5322 2726 4687 1298 4009 6030 3729 2139 867 3148 5489 7522 4208 6776 7468 4995 95 1024 191 6211 6541 162 4750 1755 5194 1597 1948 9 4609 1145 3341 5235 2188 3047 958 4834 2987 3991 3428 5994 3429 1295 6740 7058 6102 258 5463 4226 3303 2007 2569 7657 5308 5514 1114 474 3423 4944 6623 6726 5697 2956 949 537 764
(255,1396) 6811 7438 7628 6982 139 5748 5765 3723 4409 2230 7686 2454 7701 220 2283 1713 6394 3369 351 2076 1173 6369 6671 743 6506 2797 4198 4897 6178 4100 3061 5255 5829 4432 996 7100 4633 4205 6391 344 6207 3259 3122 3796 5010 7647 3645 503 3167 5728 6004 302 6841 2352 3318 7575 7224 2980 5820 1005 5189 7457 6876 7281 2590 7283 1359 2027 943 715 5428 1416 4384 2975 4748 6692 7567 5423 2464 7292 1977 645 59 2385 5042 5936 2681 3420 3225 3632 2107 6630 7704 3197 4656 454 6637 7462 3006 2806
